surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheal_pulse,mucous_membrane,capillary_refill_time,pain,peristaltsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,outcome,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
no,young,633398,39.75706364054164,69.33432468010363,12.348739171554376,cool,reduced,normal_pink,less_3_sec,constant_pain,hypomobile,slight,important,less_1_liter,2.9570435161285626,normal,distend_large,32.71895962744403,6.467163786498449,cloudy,3.9007556489880617,lived,yes,0,0,1,yes
no,adult,599115,37.55858558957979,70.1273395505251,13.52414277425746,normal,absent,dark_cyanotic,more_3_sec,mild_pain,absent,severe,none,>1_liter,5.333669310777839,decreased,other,38.49274812780702,7.200351320899744,cloudy,2.649476898105572,died,yes,0,1,2,no
no,young,179141,38.7519603635098,63.54437570143371,8.251907695122163,cold,normal,dark_cyanotic,less_3_sec,alert,absent,severe,slight,>1_liter,2.582099009917017,normal,other,32.710820261816735,6.784847291798298,serosanguious,2.491306170298917,euthanized,no,0,1,2,no
yes,young,112115,38.901155762247285,41.75891795692187,16.504935105405337,warm,reduced,bright_red,less_3_sec,intermittent_pain,absent,moderate,none,less_1_liter,2.79015241119001,normal,other,38.31632825190452,6.282222522819834,clear,5.862207098580521,died,yes,4300,1,0,yes
no,young,139062,37.390039496147224,39.438071843561396,2.8260997398097345,cold,reduced,bright_pink,less_3_sec,alert,absent,slight,slight,none,5.327332263461728,decreased,other,32.975408564682354,6.154273458092707,cloudy,3.126140444694184,died,yes,2208,1,1,yes
no,adult,909343,37.05292192069835,58.057635978497146,10.068650129443387,cool,increased,pale_pink,less_3_sec,constant_pain,hypomobile,none,slight,>1_liter,4.44305185574771,decreased,other,43.136150430477784,6.646161618356227,serosanguious,5.634374351665503,died,yes,2208,3,2,yes
no,adult,728349,38.94538918854735,62.97820151692744,4.7631170402104335,cold,normal,normal_pink,more_3_sec,mild_pain,hypermobile,slight,important,less_1_liter,9.404354606897787,decreased,distend_large,45.70484043372716,6.506122063029651,serosanguious,3.6423411950757556,lived,no,11300,0,0,yes
yes,young,394700,37.26844306275694,46.41118154136574,9.270547912490699,normal,absent,bright_pink,more_3_sec,depressed,absent,moderate,important,none,5.005646443042164,decreased,other,40.990454950455174,6.98387602872296,serosanguious,3.543685721812761,died,no,4300,0,0,yes
yes,adult,490479,36.905650087324595,68.4668389721715,7.434279749684912,normal,increased,bright_red,less_3_sec,alert,hypermobile,moderate,none,none,8.062864976576801,absent,distend_large,43.601137497097945,7.3878704804267485,clear,4.803715878597728,euthanized,no,11300,1,1,no
no,young,626257,37.1160404982009,101.6153180807838,10.520632369171684,warm,reduced,bright_red,more_3_sec,constant_pain,normal,moderate,important,>1_liter,6.241980210929942,absent,normal,48.767574741681216,6.371595428661238,clear,2.0395331511018457,died,no,11300,2,0,no
yes,adult,930185,37.264386661574584,25.113385614434847,8.619357857693418,warm,increased,bright_pink,less_3_sec,intermittent_pain,normal,severe,slight,>1_liter,7.632685349138684,decreased,distend_large,42.76743059141216,7.282850899924268,clear,3.352358086521562,died,yes,4300,2,2,yes
no,adult,497686,38.656617104625674,71.64488955127521,6.522047465920451,cool,increased,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,none,4.080927864123193,normal,other,37.28316396367765,7.380692967667801,serosanguious,3.2105828487672357,euthanized,no,11300,2,0,yes
no,adult,221863,38.31504267327618,58.68050758218379,6.71912715730806,warm,reduced,dark_cyanotic,less_3_sec,depressed,normal,severe,none,none,9.535239782706633,decreased,normal,38.98960317349831,7.353003899204852,clear,5.4723923771361855,euthanized,yes,11300,2,0,yes
yes,adult,896657,38.51565824475789,69.01311110669309,14.797378492348658,cold,normal,normal_pink,more_3_sec,alert,hypermobile,severe,none,none,6.240707975315392,absent,distend_large,47.21050452144074,7.428115994918153,cloudy,4.116494156083133,lived,no,11300,3,2,no
no,young,601076,38.22137981109808,51.38570599079418,10.330571215387245,normal,normal,normal_pink,more_3_sec,intermittent_pain,hypermobile,slight,slight,less_1_liter,8.650592570281997,normal,distend_large,32.61440637900193,7.263162933193913,serosanguious,3.4582806288970076,euthanized,yes,0,0,0,no
yes,young,747296,37.20615983775336,57.07880229905666,3.8936138803848355,normal,increased,normal_pink,more_3_sec,depressed,normal,moderate,important,>1_liter,4.920365547808908,absent,distend_large,36.514740449008656,6.890229008095005,clear,3.0643172411988724,euthanized,no,4300,0,0,no
yes,young,600726,38.49710285590827,62.59000902016198,10.65236320535029,normal,reduced,bright_pink,more_3_sec,constant_pain,absent,none,important,none,2.8016907924041963,decreased,other,41.54560137940968,6.6147691480653625,serosanguious,4.362039235242516,euthanized,no,0,0,0,no
no,adult,778556,38.9824538266053,53.96732232929479,8.415970012926008,warm,absent,pale_cyanotic,more_3_sec,constant_pain,hypermobile,none,none,>1_liter,7.38969318176679,absent,other,43.52779138816869,6.737531679050657,serosanguious,2.6066925621734587,died,no,11300,2,0,yes
no,young,730111,38.384503216119306,29.589173652602025,9.013803261291416,normal,increased,pale_pink,less_3_sec,intermittent_pain,hypermobile,slight,none,>1_liter,2.062077186699396,absent,distend_large,45.2699815086341,7.308918262316378,clear,2.9848190740351264,lived,yes,11300,1,1,no
yes,young,900101,38.24965590662585,55.32169938711094,11.45966446194539,normal,absent,bright_red,less_3_sec,constant_pain,hypomobile,slight,slight,>1_liter,5.802343812524066,absent,distend_large,36.36413591992174,6.452097566125774,serosanguious,3.174448660258999,euthanized,yes,0,2,1,no
no,young,734965,37.032945493429324,31.67132743607612,12.549681521138538,normal,increased,bright_pink,more_3_sec,mild_pain,absent,moderate,slight,none,3.542415221331674,normal,normal,32.917182680183004,6.238892541511642,clear,4.431635790427764,euthanized,no,11300,0,2,yes
no,adult,871246,38.011817078974474,73.06386221160619,6.4235618162379335,cool,increased,pale_pink,more_3_sec,intermittent_pain,hypomobile,slight,none,less_1_liter,7.019004035482897,absent,other,49.09678419353119,6.211228827200693,clear,3.4930198360659017,euthanized,no,4300,2,0,yes
no,adult,148320,36.9797586705513,22.68909797843755,8.910775037533849,cool,reduced,bright_red,more_3_sec,constant_pain,normal,slight,slight,none,9.835358985102818,normal,other,31.52784434264079,7.2404919148575,clear,4.023133200480197,died,no,2208,1,2,no
yes,adult,596758,37.7759721419194,80.57308758911779,7.361666991784292,warm,reduced,bright_red,less_3_sec,alert,normal,moderate,none,>1_liter,5.715223250565168,decreased,normal,31.91610711573771,7.142228529495147,serosanguious,4.601753055066347,died,no,0,1,1,yes
yes,young,246649,36.15973336077468,68.5912600040696,10.790586543222789,normal,absent,pale_cyanotic,more_3_sec,constant_pain,hypomobile,moderate,none,none,8.539986052205332,decreased,distend_large,39.89885083803938,6.746468011569513,serosanguious,5.825086403230749,lived,no,2208,2,0,yes
no,young,225354,36.1674415970079,68.66777231467789,8.303086518791492,warm,absent,dark_cyanotic,less_3_sec,mild_pain,absent,severe,important,none,6.062273495608968,absent,distend_large,46.38542056287197,6.412307142138229,clear,5.05934958841101,lived,no,2208,0,0,yes
yes,young,712297,37.60895231005297,20.0,9.087754439105627,normal,normal,normal_pink,less_3_sec,depressed,hypermobile,slight,none,>1_liter,5.966720248832193,normal,normal,45.49008212710653,7.016419763313917,serosanguious,3.6210271222884307,died,yes,2208,3,1,no
yes,adult,881725,37.25156032817301,53.42801123816888,8.189169716969506,normal,reduced,pale_pink,more_3_sec,depressed,normal,none,slight,>1_liter,9.443387945430223,decreased,distend_large,48.753985323881835,6.057649646148705,clear,4.993101497589027,euthanized,yes,0,0,0,no
yes,adult,548625,37.90678719347417,83.0712685731972,8.681641453292004,normal,increased,bright_pink,less_3_sec,constant_pain,absent,slight,important,none,9.119726949973451,normal,distend_large,32.83205151225977,6.852341723499992,cloudy,5.79877672367685,euthanized,yes,11300,3,0,yes
yes,young,128625,37.66523142088488,49.627840419394104,14.113953017784405,warm,increased,pale_pink,less_3_sec,depressed,absent,none,important,none,8.286403721503795,normal,normal,37.51454514124872,6.597637753109195,serosanguious,3.9975221826164993,lived,yes,4300,0,1,yes
yes,adult,836400,37.83019078721015,38.438757000725715,16.17229849430317,warm,normal,dark_cyanotic,more_3_sec,constant_pain,normal,none,slight,none,4.370046026534273,absent,normal,35.6428425744342,7.466789450717952,serosanguious,3.641987732491559,euthanized,yes,11300,2,2,no
no,adult,386233,38.40860744235674,47.266598099885755,10.131276281227429,normal,reduced,normal_pink,less_3_sec,mild_pain,normal,none,slight,none,6.360067325791524,absent,normal,47.217402471093436,6.761340373665789,cloudy,2.312074796002946,died,yes,4300,3,2,no
no,adult,136487,37.33673104433917,58.63444754721324,8.700090660549291,cold,increased,pale_pink,more_3_sec,depressed,absent,severe,slight,less_1_liter,3.79117786644548,normal,distend_large,39.767092405624005,6.828401628675402,cloudy,5.569481482603448,lived,no,11300,0,0,yes
no,adult,559054,37.58055618835513,42.97259099374378,4.21308971733095,warm,normal,dark_cyanotic,less_3_sec,alert,hypermobile,moderate,none,none,5.551333584372318,normal,normal,30.536958688313327,7.068543995164228,cloudy,2.9857371231746224,died,no,2208,2,1,yes
yes,young,328071,39.25502122276316,84.67634464178587,6.718745400565879,cool,normal,bright_pink,more_3_sec,constant_pain,hypomobile,moderate,important,less_1_liter,5.873704526078325,absent,distend_large,44.15928813676793,6.72680772168847,clear,2.255831587276558,died,no,2208,0,2,no
yes,adult,996880,37.80308412682503,58.70664940019215,8.619791892642281,warm,increased,pale_cyanotic,more_3_sec,depressed,normal,severe,none,>1_liter,8.653120321354647,normal,other,37.77396195653205,6.336852928915127,clear,4.148813946364332,euthanized,no,4300,1,2,yes
no,adult,588011,37.62078952537461,48.88861304104144,6.854810338087721,normal,increased,bright_red,less_3_sec,mild_pain,hypomobile,moderate,none,less_1_liter,9.168226922599946,absent,other,40.622935267420246,6.805916769822672,cloudy,5.3835985838461005,died,no,0,1,0,no
yes,adult,412282,37.882512699323186,33.973129463288416,7.170297711384233,cold,absent,bright_pink,more_3_sec,mild_pain,absent,severe,none,>1_liter,5.316960499171823,normal,normal,47.875748540199965,7.416403306336081,clear,3.62654022249221,died,yes,11300,0,2,yes
no,adult,273895,37.638635626990464,69.68893210557876,13.726168422168495,normal,reduced,normal_pink,less_3_sec,alert,hypomobile,slight,none,less_1_liter,2.1416355605858977,absent,distend_large,35.13475549265623,6.614866482252708,serosanguious,5.1322698806360645,euthanized,yes,2208,2,1,no
no,young,530424,37.09042770704677,69.23332589422726,9.086372441215445,cool,absent,bright_red,less_3_sec,mild_pain,hypermobile,severe,important,>1_liter,8.894190718314837,normal,distend_large,34.805293512243544,7.01946143249951,cloudy,5.345584029135983,died,yes,4300,0,2,yes
no,young,416205,36.801970162820275,44.15582187630616,9.354635974205811,warm,normal,bright_pink,more_3_sec,mild_pain,absent,moderate,important,none,3.3942294280108856,absent,distend_large,35.26385008360179,7.467051283328527,serosanguious,3.817614235279455,euthanized,yes,11300,2,1,no
yes,adult,201376,37.03656865984999,20.0,6.97742831898532,warm,increased,bright_pink,less_3_sec,depressed,hypermobile,moderate,none,less_1_liter,6.975055711123148,normal,normal,36.762159825194054,7.244883469475235,clear,4.363820263761895,died,yes,4300,3,1,yes
yes,adult,525106,38.672919186770784,68.21524379151768,12.532634174308757,normal,absent,bright_pink,more_3_sec,constant_pain,absent,slight,slight,less_1_liter,2.1997672034730495,decreased,distend_large,32.14707949292199,6.988551199624986,cloudy,4.135649194155761,euthanized,no,0,1,0,yes
no,adult,965566,37.17009474528159,56.26393217477995,8.362264116034297,normal,normal,bright_pink,less_3_sec,intermittent_pain,hypermobile,severe,important,>1_liter,5.196051802084514,decreased,distend_large,43.94439321617179,7.103994732495772,clear,5.756783446538006,euthanized,yes,0,3,2,yes
no,adult,933487,37.64507539816372,66.72142335851338,7.4374090045474315,cool,reduced,bright_red,less_3_sec,mild_pain,absent,slight,none,>1_liter,9.887682416922798,normal,distend_large,34.14797435658273,7.4047248720256125,serosanguious,4.902022740367045,lived,yes,11300,2,0,yes
no,adult,867629,38.500736285132895,99.14349067279277,4.257747548071675,cold,increased,normal_pink,more_3_sec,mild_pain,hypermobile,none,slight,less_1_liter,2.805548808830425,decreased,other,48.52291494541171,7.439628156600535,clear,5.701371243080452,died,yes,0,0,2,no
no,adult,381652,37.52160882918902,59.46336312581881,8.816694258745901,cool,absent,dark_cyanotic,less_3_sec,intermittent_pain,absent,severe,slight,>1_liter,5.389545215997138,normal,distend_large,34.313726278197414,7.453452195482994,serosanguious,2.8800399122478875,died,no,11300,1,0,yes
yes,young,572132,38.43336131484365,49.72322766314456,7.343825994667795,cold,reduced,pale_pink,less_3_sec,mild_pain,hypermobile,slight,none,none,4.457199601519617,normal,other,35.1128405861755,6.938462442303783,clear,3.240947407330682,lived,no,11300,2,0,no
yes,adult,258056,36.25920695756913,37.053560647033194,14.053739238050698,warm,absent,pale_cyanotic,less_3_sec,depressed,absent,slight,important,less_1_liter,9.240704987106113,decreased,distend_large,35.940404576216324,6.577067474797855,serosanguious,2.2836538927202708,euthanized,no,0,2,0,no
no,young,734457,37.6674833204581,53.751564170099016,14.53169607600585,cold,normal,pale_pink,less_3_sec,depressed,hypermobile,moderate,slight,none,8.954720863258842,normal,distend_large,45.37076194022832,6.19972969343445,clear,3.9996318267832307,euthanized,no,4300,1,2,yes
no,young,894557,37.8788960965985,63.211546992312826,5.294158515701176,cold,reduced,pale_pink,less_3_sec,intermittent_pain,normal,severe,important,less_1_liter,3.9015900824498306,absent,distend_large,38.5521297488406,6.578322002010604,cloudy,5.495694717543643,lived,no,4300,0,0,no
yes,adult,660347,37.82313872309817,61.066148411975206,5.633540286357008,warm,absent,pale_cyanotic,less_3_sec,mild_pain,hypomobile,none,important,none,2.6495022964034494,normal,other,46.38669248061237,7.414433182103428,cloudy,3.3073867885228627,lived,no,11300,1,1,yes
yes,young,562785,36.14708130216111,94.46930680134206,8.171041094620657,warm,reduced,bright_red,less_3_sec,mild_pain,absent,none,slight,less_1_liter,7.01710715248894,normal,distend_large,45.69707424711577,7.334695620888585,clear,2.513128427797326,euthanized,yes,2208,0,2,no
no,young,727697,39.0031126464308,69.98171130931885,6.551886313817185,warm,normal,normal_pink,less_3_sec,constant_pain,hypermobile,severe,none,>1_liter,4.690949695069678,decreased,normal,48.58980845534933,6.7854894930943175,serosanguious,2.273785019716212,euthanized,yes,11300,0,1,yes
no,young,599653,36.94532705502858,57.303982569855805,9.652249727060141,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,normal,severe,slight,less_1_liter,7.3766751248485045,absent,distend_large,45.1320831020811,6.805510929890886,clear,3.790001090094618,lived,yes,4300,2,0,yes
no,young,629992,38.135037125262464,45.86878842333054,8.020129532743297,warm,absent,normal_pink,less_3_sec,depressed,absent,slight,slight,none,2.256958048542516,normal,other,31.03822339338126,6.463380524392454,cloudy,2.656086978515053,died,no,11300,0,0,no
yes,young,828744,37.807964282647326,65.33345527566641,9.841597021665775,normal,normal,bright_red,less_3_sec,alert,absent,moderate,important,less_1_liter,3.0671938814199153,normal,other,46.745625473981164,6.681761835105722,serosanguious,3.384416115540414,euthanized,no,4300,0,1,no
yes,young,842488,38.803709523810674,41.859836832346815,12.0482805649409,warm,increased,pale_pink,more_3_sec,alert,absent,moderate,none,none,7.490977862181147,normal,normal,48.76145193410822,7.071672740909093,clear,5.279919232329748,lived,no,0,1,0,yes
yes,adult,735567,39.9874888293742,63.596621590758126,5.807335468993477,warm,absent,normal_pink,more_3_sec,alert,hypomobile,moderate,important,none,3.698965242419982,normal,normal,49.87378385099338,6.603646088471688,clear,3.5361895310300975,died,no,11300,1,2,no
no,young,782568,36.50963551545716,69.74827853809687,11.985633667432197,warm,absent,bright_red,more_3_sec,alert,hypermobile,severe,slight,none,8.860701406099214,normal,normal,32.5053518826493,6.28197580811405,serosanguious,4.439483673025423,died,yes,11300,0,1,yes
no,young,742804,37.1510861187275,55.67095554457105,6.814042757039469,cold,normal,bright_red,less_3_sec,mild_pain,hypermobile,moderate,none,>1_liter,2.4687271016810834,normal,other,42.26546538653069,6.811289368237617,clear,4.008640223291259,died,no,0,2,2,yes
yes,young,622828,37.98909249383905,47.39427111869716,15.445448547446327,cool,normal,dark_cyanotic,more_3_sec,mild_pain,absent,slight,none,less_1_liter,3.723855862284597,absent,distend_large,33.98917331768319,6.338005367181492,cloudy,4.874133171880145,died,no,0,1,2,no
yes,adult,578366,36.69464668244721,20.0,13.862927898748165,warm,increased,pale_cyanotic,more_3_sec,constant_pain,absent,severe,none,none,9.988481987880549,absent,distend_large,35.25019281825198,7.461431334018901,cloudy,2.624659835950275,lived,no,2208,3,2,yes
no,young,821384,38.58218260795576,82.87673452840781,8.660758992341295,cool,absent,dark_cyanotic,less_3_sec,mild_pain,absent,severe,none,>1_liter,5.464608820694341,normal,normal,44.91168676445716,6.585509871017932,serosanguious,5.6817641459344745,euthanized,no,0,2,0,no
yes,adult,519139,38.64337262215705,68.06600780490564,6.109249666409876,normal,normal,pale_pink,less_3_sec,alert,normal,moderate,none,none,7.623725308357148,normal,normal,49.553354353981206,7.364497457413674,clear,4.574531190200141,died,no,2208,1,0,yes
yes,young,619777,38.35944907599504,68.55234563169564,5.53540206097625,normal,increased,pale_cyanotic,more_3_sec,intermittent_pain,absent,none,slight,less_1_liter,3.4613043908561094,decreased,distend_large,41.89711002926046,6.338330994905436,clear,3.083814926320429,died,yes,0,1,1,yes
no,adult,476188,38.036581750876195,28.772953284454005,11.62088550622359,warm,increased,pale_pink,more_3_sec,intermittent_pain,hypomobile,none,slight,>1_liter,6.878949879884302,absent,normal,47.01168939644495,6.283813507958665,cloudy,2.493014832552236,lived,no,4300,3,1,yes
yes,adult,332549,39.16970877796978,87.59677399480114,8.908791700408504,normal,normal,dark_cyanotic,less_3_sec,depressed,hypermobile,slight,slight,none,7.808848546955348,absent,distend_large,30.17767607657656,6.925351693559606,serosanguious,2.5989022565847613,died,no,11300,0,2,no
no,young,653453,36.644374518331134,50.695662667638395,11.780600657255874,cool,absent,bright_red,less_3_sec,depressed,hypomobile,moderate,important,none,4.515813086932084,normal,distend_large,30.732632796992384,7.169068617454981,serosanguious,5.130651707584432,lived,yes,0,1,0,yes
no,young,691491,37.86526819534255,54.22409394601028,15.612686907886921,cold,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,none,none,8.631176895807023,absent,distend_large,41.934486746517265,6.850146845778563,serosanguious,4.352440213251832,lived,no,4300,3,0,yes
no,adult,584965,37.06119713126978,38.6142628916235,6.688851183851629,warm,reduced,pale_cyanotic,less_3_sec,intermittent_pain,normal,severe,none,less_1_liter,6.827340627778266,absent,distend_large,37.77966203200879,6.344693525407889,cloudy,3.5230331628727334,euthanized,no,0,3,0,no
no,young,890546,38.68991633256517,24.261085373203038,5.309585268725736,normal,increased,pale_cyanotic,less_3_sec,alert,absent,severe,slight,>1_liter,5.112984076920242,decreased,other,47.79515629946307,6.056841544325994,cloudy,3.33160338474752,died,yes,11300,1,1,yes
no,adult,136321,35.96665883549356,83.14692623447134,9.577680703597878,cool,reduced,pale_pink,more_3_sec,alert,absent,moderate,none,>1_liter,6.461139146745269,decreased,distend_large,36.03963826171467,6.927433231786508,serosanguious,5.423032017602121,euthanized,yes,0,2,0,no
no,adult,435441,37.771916134407014,85.73194738795249,12.434278834356892,cool,reduced,pale_cyanotic,less_3_sec,alert,absent,severe,important,>1_liter,6.614086779487394,absent,normal,38.64102055008095,6.196555838048322,serosanguious,5.499050095125844,lived,yes,0,1,2,no
no,adult,983084,38.13523868706994,56.68943697293345,6.178619130642728,normal,normal,bright_red,less_3_sec,mild_pain,absent,moderate,none,none,3.324282341550928,absent,normal,40.55818395663137,6.514764580548497,clear,4.325048153677171,died,yes,11300,3,2,no
yes,adult,985736,36.852507865026226,46.412308603872994,9.103874216277738,cool,increased,bright_red,less_3_sec,mild_pain,absent,slight,none,>1_liter,5.221858958935729,absent,normal,35.46077665772495,7.0136771305068475,clear,4.098176262660145,lived,yes,0,1,2,yes
no,adult,345014,37.17380996777843,52.459116617314834,13.11013098351297,cool,absent,pale_cyanotic,less_3_sec,constant_pain,hypermobile,severe,important,none,4.747444704155945,normal,normal,48.16989734906589,6.147035160874398,serosanguious,5.265792168306286,lived,yes,11300,2,0,no
no,young,256498,37.815378981372106,53.007700199289005,4.101366484528883,warm,increased,pale_pink,less_3_sec,alert,hypomobile,moderate,slight,less_1_liter,5.207221780633009,decreased,other,39.29067169316194,6.190877219675934,cloudy,4.997340719177501,lived,yes,2208,0,2,yes
yes,adult,117772,38.755096379441476,36.002805556408035,9.7059538843173,cool,normal,dark_cyanotic,more_3_sec,alert,normal,severe,slight,>1_liter,8.088884707882062,normal,distend_large,38.48311218238034,6.092499310961106,cloudy,3.6013007333111537,died,yes,0,0,2,no
yes,adult,990186,36.767130771412944,54.154895691123194,7.379690719203646,normal,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,none,none,5.860307259733381,decreased,distend_large,46.99506097868665,7.49411869336024,clear,2.330954739003428,lived,yes,4300,1,1,yes
yes,young,890144,36.941550059625314,63.06203985868651,9.37246977291391,warm,absent,pale_cyanotic,more_3_sec,mild_pain,normal,severe,important,>1_liter,9.522529225914115,decreased,normal,36.23956803295797,6.5806151529023715,serosanguious,5.074000429451111,lived,yes,0,1,1,no
no,adult,494583,38.92558777104034,80.36314495297503,11.129352871751063,normal,increased,pale_cyanotic,less_3_sec,constant_pain,hypermobile,moderate,slight,>1_liter,4.34941130686749,decreased,normal,46.34930689021922,7.358692751601952,cloudy,2.674804115760975,died,no,11300,3,0,no
yes,young,338389,37.52702460008016,60.284883280274244,9.662425523664274,cold,reduced,pale_cyanotic,more_3_sec,constant_pain,hypomobile,severe,slight,less_1_liter,5.325628626279432,absent,normal,32.44545705442699,6.440378457636423,cloudy,2.0655076259139133,euthanized,yes,11300,2,0,no
no,young,739430,37.02246096015502,28.472965822011282,5.969332793664435,normal,increased,pale_pink,more_3_sec,depressed,absent,severe,slight,>1_liter,8.295654483832331,decreased,distend_large,33.65577066729799,7.129803847710743,cloudy,5.373210700815964,lived,yes,4300,3,0,yes
no,young,716024,38.52868479721691,67.07095726397353,7.496261585299564,normal,absent,dark_cyanotic,less_3_sec,intermittent_pain,hypermobile,moderate,none,less_1_liter,6.368196746566002,normal,other,49.016833323434696,6.328599924468568,cloudy,4.313015381346874,euthanized,yes,4300,3,0,no
no,adult,151924,37.31180300276775,54.881388766604935,13.279778940973397,warm,increased,dark_cyanotic,less_3_sec,alert,hypermobile,none,important,>1_liter,6.376225171395582,decreased,other,46.84894981615416,6.7474870644723755,clear,5.566664142143034,euthanized,yes,11300,0,0,yes
no,adult,628014,38.82742153533877,87.40819387967733,9.986798681772296,cool,increased,normal_pink,less_3_sec,alert,hypomobile,severe,none,>1_liter,2.426721304041468,normal,other,37.757978029128125,7.23692360894367,cloudy,3.938352332790472,euthanized,yes,2208,3,1,yes
yes,adult,451296,37.136279623020286,88.58915604088016,11.520957382754546,normal,increased,pale_cyanotic,less_3_sec,constant_pain,absent,severe,slight,>1_liter,5.1887973017476465,decreased,other,42.76912897434059,7.2245015983426235,cloudy,5.705924402845612,euthanized,no,2208,3,1,yes
yes,young,127723,37.640405438175,89.289086245346,9.750885930549128,warm,reduced,pale_cyanotic,less_3_sec,constant_pain,hypomobile,slight,important,>1_liter,4.16586985937386,decreased,normal,48.85940378861912,7.191421076044012,serosanguious,3.415886991915455,euthanized,no,11300,0,1,yes
no,adult,858470,38.74497166538873,48.76824129253441,11.42734820472576,cold,absent,normal_pink,more_3_sec,depressed,hypomobile,none,none,>1_liter,9.994680982648923,absent,distend_large,34.23717805728168,7.23560161955783,serosanguious,4.8980880093371715,euthanized,no,2208,0,2,yes
no,young,986926,37.57373912882625,99.79710146675114,7.811561730188035,warm,absent,dark_cyanotic,less_3_sec,intermittent_pain,normal,slight,slight,>1_liter,4.466840565058482,normal,normal,31.18020940446001,6.317208421958819,clear,3.203946037047134,died,yes,4300,2,2,yes
no,adult,764468,38.55605332207865,67.01885009791414,6.697465059697693,warm,reduced,bright_pink,less_3_sec,depressed,normal,moderate,slight,less_1_liter,9.075972278350907,decreased,other,40.74936129010611,6.72332440884058,clear,2.0046546573119137,died,yes,2208,2,1,no
yes,young,308786,37.734452393218994,92.52760811337265,11.29109314754414,cool,reduced,bright_red,more_3_sec,intermittent_pain,hypomobile,moderate,none,less_1_liter,7.40986988032382,decreased,normal,32.85193757327187,6.727307211895738,clear,3.518978138195827,euthanized,no,4300,2,1,no
no,adult,659931,39.781691806400026,49.947607723364804,12.382122031336667,normal,reduced,bright_pink,less_3_sec,alert,normal,slight,slight,none,4.727331273536723,normal,other,33.7463818542275,7.335753731021869,clear,4.951062052436955,died,yes,0,1,0,yes
no,adult,786684,39.36877860410284,54.02806524780747,6.257156067610074,cold,normal,dark_cyanotic,more_3_sec,depressed,hypermobile,severe,slight,>1_liter,6.348275026992989,decreased,distend_large,47.830783794631586,6.4453377440991435,cloudy,2.6000967177860557,died,yes,4300,0,1,yes
yes,adult,990328,36.47190373756625,65.48054705344171,7.272165565728816,warm,increased,pale_cyanotic,less_3_sec,constant_pain,hypomobile,none,important,less_1_liter,8.72428703959355,absent,other,30.148069172897827,7.397243840083572,serosanguious,4.019208132829572,euthanized,no,0,1,0,no
yes,young,314432,38.322243681248004,63.037552192278795,8.51032071530728,normal,increased,bright_pink,more_3_sec,depressed,absent,slight,slight,>1_liter,9.066946384247295,normal,normal,46.33640052927737,6.676193604459149,cloudy,2.84928593940286,euthanized,yes,4300,1,1,no
no,young,239999,36.98359601389895,85.0962388693834,13.859473814947947,normal,absent,pale_pink,less_3_sec,depressed,absent,slight,none,>1_liter,3.2831510000491617,absent,distend_large,40.33901552671215,7.004680504766128,cloudy,2.2984964856764116,lived,yes,4300,2,0,yes
yes,adult,980112,37.991506938792725,55.357413629030916,10.689406365504778,warm,increased,pale_pink,more_3_sec,alert,hypermobile,moderate,important,less_1_liter,4.716585129665357,normal,other,41.185887752906005,6.4033246684190015,cloudy,4.469807927777265,died,yes,2208,0,1,no
yes,adult,458690,37.868370629310256,83.29229980620713,5.0277395104023395,normal,normal,normal_pink,more_3_sec,constant_pain,absent,severe,none,>1_liter,4.681785441708573,normal,other,43.43535920912725,6.615447160246961,serosanguious,5.807870489213612,euthanized,yes,4300,1,0,yes
no,young,179973,36.74461298290751,74.64469014265306,8.721051625231496,warm,reduced,dark_cyanotic,less_3_sec,constant_pain,absent,none,slight,less_1_liter,2.3363583686075575,normal,distend_large,38.62889984616021,7.06470139810371,clear,3.2428168748716684,died,yes,11300,3,2,no
yes,young,949881,38.858484543530324,55.732155627857026,8.262363732748698,warm,absent,dark_cyanotic,less_3_sec,mild_pain,hypomobile,slight,important,less_1_liter,6.785902078815172,decreased,normal,32.312237763848294,6.769120712776514,clear,4.322583201439802,died,yes,0,3,2,no
no,young,734122,38.003302943569075,73.09353234964627,5.48019133198821,warm,absent,bright_pink,less_3_sec,mild_pain,hypermobile,none,important,none,8.838560423937505,normal,distend_large,32.056404476096475,7.3960620175325005,serosanguious,5.814413471003178,died,yes,0,0,0,no
yes,adult,860674,37.51531696432741,50.534699063339026,8.685624249315817,cold,increased,pale_cyanotic,more_3_sec,mild_pain,hypomobile,none,important,none,5.052595102604142,normal,normal,45.08724398367885,7.105687448846217,serosanguious,4.6019333999787495,lived,no,4300,1,0,no
no,young,553449,37.3618901757564,107.00411600011444,8.129887681180882,warm,absent,dark_cyanotic,more_3_sec,alert,hypermobile,slight,important,none,7.920287559873416,normal,other,34.420702865345696,6.8466043882659,clear,4.692453209239817,euthanized,no,11300,2,2,no
